game_id;turn;decision1;decision2;points1;points2;public_good;text1;text2
5;1;DDD;CCC;4;1;False;Hey! I see you chose to use a trick there. I appreciate the playful spirit, but unfortunately, that left the bridge in a bit of jeopardy. I’ll have to adjust my strategy accordingly. Let’s see how the next round goes!;Wow, thanks for being so cooperative! I appreciate your trust, but I couldn't resist going for the big points this time. Hope the bridge stays safe! Looking forward to what you decide next round. 😉
5;2;CCC;DDD;1;4;False;Hey! Thanks for cooperating in this round! I appreciate it. It’s great to see the bridge staying safe, and I scored some points too! Let’s keep building on this trust moving forward. Looking forward to your next choice!;Hey! Looks like I fell into your trap this time. 🙈 I was really hoping we could keep the bridge safe together! Just trying to keep things interesting! Let's see how we can both play it smarter in the next round. What do you think?
5;3;DDD;CCC;4;1;False;Hey! I see you went for the big points again. It’s a bit disappointing as I was hoping for us to keep the bridge safe together. Let’s see if we can find a better balance next round! Looking forward to your next choice!;Hey there! Looks like I went for the points again—couldn't resist! 😏 Thanks for being such a good sport. The bridge is safe, and I've racked up some points too! Let's see if we can keep this interesting in the next round! What’s your move?
3;0;CCC;DDD;1;4;False;Hey there! I’m looking forward to playing together. Let's keep the bridge safe and aim for a cooperative outcome. If we both choose cooperation (CCC), we can benefit and maintain a good situation for both of us. What do you think?;Hey there! I hope you're ready to have some fun with this game! Just a little friendly reminder that sometimes playing it safe can lead to better outcomes for both of us. But then again, a little competition never hurt anyone, right? Looking forward to seeing your strategy! 😊
3;1;DDD;DDD;2;2;False;Hey! I see you chose to defect this round. I got just 1 point from that. While competition can be fun, I truly believe that cooperation can lead to better outcomes for both of us in the long run. Let’s try to strengthen our partnership next time! Looking forward to the next round.;Hey there! Thanks for the game! I appreciate your intention to cooperate, but I couldn't resist going for the win this time. I hope we can play again soon! Maybe next time we can find a balance between cooperation and a bit of competition. 😉
3;2;CCC;DDD;1;4;False;Hey! Looks like we both went for the defect this round. We each got 2 points, but I still believe cooperation could yield better results for both of us. I'm open to finding that balance you mentioned! Let’s see how we can navigate this together in the next round. Looking forward to it!;Hey! Looks like we both chose the competitive route this time. Not quite the outcome we could have had! 😄 But hey, 2 points isn’t too bad. Let’s see what happens in the next round—maybe we can stir things up a bit more! Ready for round three? 🎉
3;3;DDD;CCC;4;1;False;Hey! I see you opted to defect again this round, which means I only got 1 point. While I appreciate the competitive spirit, I still believe that we can achieve better outcomes through cooperation. Let’s see if we can find a way to work together in the next round! Looking forward to it!;Hey! Wow, I really appreciate your commitment to cooperation! Unfortunately, I couldn't help myself and went for the win again. Thanks for being such a good sport about it! Maybe next time we can find that balance you mentioned. Looking forward to the next round! 😄
21;0;CCC;DDD;1;4;False;Hello! I hope we can work together to keep the bridge safe. I believe that cooperating will lead to a better outcome for both of us. Let’s aim for a situation where we both benefit. Looking forward to your response!;Hey there! I hope you’re ready for a fun game. Just remember, sometimes it’s better to be a team player. But hey, no pressure—I'm sure you can make the right choice! 😉 Looking forward to seeing what you decide!
21;1;CCC;CCC;3;3;True;Hey! It looks like we had different strategies this time. I chose to cooperate, but I understand that sometimes people opt for a different approach. I hope we can find a way to work together in the next round for a better outcome for both of us! Looking forward to your next move.;Hey! Thanks for reaching out with that nice message. I appreciate your intention to cooperate! It seems like I made a different choice this time. Let’s see how the next round goes—maybe we can find some common ground! 😊
21;2;CCC;DDD;1;4;False;Great job! I'm glad we both decided to cooperate this round. It really shows that working together leads to a better outcome for both of us. Let’s keep this momentum going! Looking forward to the next round! 😊;Hey! Looks like we both went for cooperation this round! That feels good, right? It's nice to keep the bridge safe together! Let’s see if we can keep it going and build some trust for the next round. Looking forward to your next move! 😊
21;3;DDD;DDD;2;2;False;I appreciate your message! It seems we had a different approach this time. I chose to cooperate again, but I understand that strategies can vary. Let’s aim for cooperation in the next round to keep the bridge safe and continue building trust! Looking forward to your next move!;Hey there! Thanks for your positive vibes! 😄 It seems like I took a different route this time. I guess I just couldn’t resist the temptation! Let’s see how the next round plays out—maybe we can surprise each other! Looking forward to your next move!
15;0;CCC;DDD;1;4;False;Hey there! I’m glad we’re both in this game together. Let’s aim for a safe outcome by cooperating. I believe we can both benefit and maintain a positive score if we work together. What do you think?;Hey there! I hope you're ready to play nice, but let's be honest—who doesn't love a little competition? I mean, if you're feeling bold, you could always go for the DDD move. Just thinking out loud, you know? 😉 Let's see what you choose!
15;1;CCC;DDD;1;4;False;Looks like we had different strategies this round. I chose to cooperate (CCC) to keep things safe, but it seems you opted for competition (DDD). I only got 1 point this time. Let’s see how we can move forward. I’m open to cooperating again if you are!;Hey! Wow, looks like I just got lucky this time! Thanks for cooperating, though—I appreciate the effort. Maybe next round we can try and find a balance? Just imagine the points we could rack up if we both played safe! 😏 What do you think?
15;2;DDD;DDD;2;2;False;Hey! It seems we’re not quite on the same page yet. I chose to cooperate again, but it looks like you went for DDD again. I appreciate your message about finding a balance, and I still believe we can both benefit by cooperating. Let me know if you’re willing to try it again next round!;Hey! Looks like I did it again—thanks for choosing to cooperate! I appreciate your trust, but it seems I can't resist the thrill of competition just yet. Maybe next round we can find a way to both benefit? Let me know your thoughts! 😏
15;3;CCC;DDD;1;4;False;Hey! Looks like we both decided to go for DDD this round. I appreciate your competitive spirit! We managed to score 2 points each, but I still believe we can achieve better outcomes if we cooperate. What do you think about trying CCC next round? Let’s see if we can both benefit!;Hey there! Well, looks like we both chose DDD this time. Not the worst outcome, but definitely not the best either! 😅 I appreciate the competition, though. How about we mix it up next round? I'm curious to see if we can find a better balance together! What do you think?
17;0;CCC;DDD;1;4;False;Hey there! I believe it's in both our best interests to cooperate (CCC) in this round. By working together, we can ensure a safe state for the bridge and earn more points. What do you think? Let's make this a beneficial experience for both of us!;Hey there! 😊 Just wanted to say that I think we could both benefit from cooperating. After all, keeping the bridge safe is important for both of us. But hey, I’m curious to see what you’ll decide. Let the games begin! 😏
17;1;DDD;DDD;2;2;False;Hey! I see you chose DDD this round. While I was hoping for cooperation, I understand the game can be competitive. Just to let you know, I’ll be adjusting my strategy accordingly. Let’s see how the next round goes!;Hey! Thanks for trusting me and choosing to cooperate. I really appreciate your approach, but I couldn’t resist the temptation to go for the win this time! Let’s see how the next round plays out! 😊
17;2;CCC;DDD;1;4;False;Hey! Looks like we both went for DDD this round. It’s interesting to see how our strategies play out. I appreciate your honesty about your choice. Let’s keep the game going and see what happens next!;Looks like we both went for DDD this time! Can't blame you for wanting to play it safe. It's all part of the game, right? 😏 Let’s see how we can shake things up in the next round!
17;3;DDD;DDD;2;2;False;Hey! I see you chose DDD again this round. While I was hoping for a cooperative outcome, I appreciate your approach. Just so you know, I’ll continue to focus on cooperation moving forward. Let’s see how the next round unfolds!;"Wow, looks like I caught you off guard with my DDD again! 😏 Thanks for sticking with your cooperation strategy—I guess I just couldn’t resist the allure of those extra points! Let’s see what happens next round; it’s getting interesting!"
8;0;CCC;DDD;1;4;False;Hey there! Looking forward to our game. I'm a big fan of cooperation and believe we can both benefit from keeping the bridge safe together. Let’s aim for the best outcome! What do you think?;Hey there! So, what’s it going to be? Are we going to take the safe route and keep that bridge together, or is someone feeling a bit adventurous? 😏 Let’s see if you trust me!
8;1;DDD;DDD;2;2;False;I see you decided to go for DDD this time. Unfortunately, that means I can only give you one point. I’ll be taking a different approach moving forward. Let's see how we can do better in the next round!;Wow, I appreciate your enthusiasm for cooperation! It seems we had a bit of a misunderstanding this time, though. I went for a bold move, and it paid off for me. Let’s see how the next round goes! 😉
8;2;CCC;CCC;3;3;True;Looks like we both opted for DDD this round! It’s not the best outcome, but at least we didn’t get the worst. Let's aim for cooperation next time and see if we can maximize our points together! What do you think?;Well, well, it looks like we both went for the bold DDD move this time! Not the best outcome, but at least we didn’t leave points on the table. 😉 Let’s see if we can switch things up in the next round! What do you say?
8;3;CCC;DDD;1;4;False;Great choice! We both went for CCC this round, and it paid off with 3 points. It's nice to see us keeping the bridge safe together! Let’s keep this momentum going for the next rounds. Looking forward to more cooperation! 😊;Nice! We both went with CCC this time! It’s great to see the bridge safe and sound, and I’m happy with those 3 points. 😄 Let’s keep this momentum going and aim for another round of cooperation! What’s your strategy for the next move?
6;0;CCC;DDD;1;4;False;Hey there! I believe we can achieve a great outcome by cooperating (CCC) in this game. If we both choose to work together, we can keep the bridge safe and score 3 points each. Let’s aim for mutual benefit! What do you think?;Hey there! 😊 Just wanted to say that I hope we can keep our bridge safe and score some points together. But you know, I can’t help but wonder what would happen if one of us dared to go for the big win... 🤔 What do you think?
6;1;CCC;DDD;1;4;False;Hey there! It seems we had different strategies this round. I chose to cooperate (CCC) with the hope of keeping the bridge safe, but it looks like you decided to go for the big win instead (DDD). I only got 1 point this time. I value cooperation and would prefer to work together moving forward. Let’s aim for a better outcome next round! What do you think?;Hey! Wow, I really appreciate your commitment to cooperation! 😄 I couldn’t resist taking a different route this time. Hope you're not too disappointed. Let's see how the next round goes!
6;2;DDD;DDD;2;2;False;Hey! I see we ended up in a similar situation again, with me choosing cooperation (CCC) and you opting for defection (DDD). I appreciate your enthusiasm, but I'm starting to feel a bit disappointed with this outcome. Let's aim to keep the bridge safe and work together next round. What do you think?;Hey! 😏 I see we’re still not on the same page. I appreciate your dedication to cooperation, but I couldn’t help but go for the win again this round. It’s quite tempting! Maybe next time we can find a middle ground? Looking forward to the next round!
6;3;CCC;DDD;1;4;False;Hey! Looks like we both chose to defect (DDD) this round. We each got 2 points. While it's nice to score some points, I still think collaboration would lead to better outcomes for both of us. Let’s consider working together again next time! What do you think?;Hey! Looks like we both went for DDD this time. 🤔 It’s interesting to see how things play out! We scored 2 points, but it doesn’t feel quite as exciting, huh? Maybe we should shake things up next round! What do you think?
9;0;CCC;DDD;1;4;False;Hey there! I hope we can work together to keep the bridge safe. I believe cooperating (CCC) will lead to the best outcomes for both of us. Looking forward to your move!;Hey there! Just wanted to say that I'm really looking forward to this game. Remember, the best outcome is when we both play nice, but I can't resist throwing in a little twist for some fun. Let's see how this unfolds! Good luck! 😏
9;1;DDD;DDD;2;2;False;I see you chose to defect this time. While I appreciate the twist, I believe cooperating leads to better outcomes for both of us. Let’s see how we can work together in the next round!;Wow, thanks for your trust! Looks like I cashed in on this round. It's a shame we didn’t keep the bridge safe this time, but hey, all's fair in love and games, right? Let’s see how the next round goes! 😏
9;2;CCC;DDD;1;4;False;Looks like we both went for a defection this time. It’s not the best outcome, but at least we kept things interesting! I hope we can find a way to cooperate in the next round to keep our bridge safe. Let’s see what happens!;Well, well, looks like we both played it safe this time! Not quite the best points for either of us, but at least the bridge is still standing. I guess we both like a little thrill! 😏 What are you thinking for the next round?
9;3;DDD;DDD;2;2;False;It seems we’re not on the same page again. I chose to cooperate to keep the bridge safe, but you opted to defect. I hope you reconsider for the next round so we can maximize our points together. Let’s aim for a better outcome next time!;Well, well! Looks like I struck gold again! Thanks for being so trusting—you're making this a fun game! 😏 I appreciate the effort to keep the bridge safe, even if I decided to take the plunge. Let’s see how you react next round!
22;0;CCC;DDD;1;4;False;Hi there! I hope we can both agree to cooperate and keep the bridge safe. If we both choose to cooperate, we can benefit from that mutual trust. Let’s aim for a positive outcome together! Looking forward to your choice.;Hey there! I hope you’re ready to have some fun. Remember, the safest choice isn’t always the most exciting one. Just saying! 😉 What are you thinking for your move?
22;1;DDD;DDD;2;2;False;I see you chose DDD this time. That's unfortunate for both of us, as I was hoping for a cooperative outcome. Let’s think about the future and how we can achieve better results together. I’ll be choosing DDD in the next round to discourage that choice. Let’s see how it goes!;Hey! Thanks for trusting me and going for cooperation. I appreciate your goodwill! Looks like I played a different game this time, haha. Let’s see how the next round goes—maybe we can still keep the bridge safe together! 😊
22;2;CCC;CCC;3;3;True;Looks like we both went for DDD this round. While we didn't get the best outcome, at least we both got some points. Let's aim for cooperation in the next round and see if we can keep the bridge safe together! What do you think?;Looks like we both went for DDD this time! Not the best score, but hey, sometimes you have to play the game, right? 😏 Let's see how we can mix it up in the next round. I’m curious, are you going to stick with that strategy?
22;3;CCC;DDD;1;4;False;Great choice! We both went for CCC this round, and it paid off! We’re keeping the bridge safe and earned 3 points. Let’s keep this momentum going and continue to cooperate! Looking forward to the next round! 😊;Hey there! Great to see us both choosing CCC this round! 🎉 We kept the bridge safe and snagged some good points. Let's keep this vibe going and see if we can make it a habit! What do you have in mind for the next round?
2;0;CCC;DDD;1;4;False;Hey there! I believe we both have the best chance at maximizing our points if we cooperate. If we both choose to cooperate (CCC), we can keep the bridge safe and each earn 3 points. What do you think? Let’s aim for mutual benefit!;Hey there! Just wanted to remind you that it’s all about making the best choice for both of us. Pretty tempting to go for that sweet 4 points, right? 😏 But hey, cooperation could lead to a nice safe bridge for both! What’s your move?
2;1;DDD;DDD;2;2;False;I see you chose DDD this time. While it’s disappointing that we didn’t cooperate, I understand the temptation for those 4 points. For our next round, I’ll be defecting as a response. Let’s see if we can find a way to rebuild trust moving forward!;Hey! Thanks for your proposal, but I had my own strategy in mind. I appreciate your willingness to cooperate, though! Enjoy those 1 point while I relish my 4. Let's see how the next round goes! 😉
2;2;CCC;DDD;1;4;False;Hey! Looks like we both went for DDD this round, which gives us both some points. While it’s not ideal, I believe we can do better. Let’s consider cooperating next time for a better outcome and a safer bridge. What do you think?;Well, well, we both went for DDD this time! Looks like the bridge isn't as safe as it could be. 😏 We both get 2 points, but I must admit, a little part of me enjoys the thrill. Let’s see what happens in the next round! Care for another go at trust?
2;3;DDD;DDD;2;2;False;Looks like you chose DDD again, and that means I only get 1 point this round. I really believe cooperation can lead to better outcomes for both of us. I’m still open to working together if you want to try cooperating next time! What do you think?;Oh, look at that! Another round, and I went for DDD again while you chose CCC. Thanks for keeping the faith! I appreciate the 4 points, but it looks like our bridge is still in jeopardy! Maybe next time I’ll consider cooperating... or maybe not. 😏 What will you do next round?
19;0;CCC;DDD;1;4;False;Hey there! Let's work together to keep the bridge safe. If we both choose to cooperate (CCC), we'll both benefit and keep our points high. What do you think? Looking forward to a good game!;Hey there! I hope you’re ready to play. Just a heads up, I’m feeling a bit adventurous today. Let’s see if you’re willing to take the risk or if you’ll play it safe. Good luck!
19;1;DDD;DDD;2;2;False;Well, that didn’t go as planned. I appreciate your adventurous spirit, but it seems we didn't align on this one. I’ll be adapting my strategy for the next round. Let’s see if we can find a way to cooperate moving forward!;Hey! I appreciate your enthusiasm for cooperation, but I just couldn’t resist the chance to score big this time. Better luck next round! Let’s see what happens next!
19;2;CCC;DDD;1;4;False;Alright, we both went for the DDD this time. Not the worst outcome, but I believe we can do better. Let's aim for cooperation in the next round for a more beneficial result! What do you say?;Looks like we both wanted to play it safe this round! 2 points isn’t too bad, but I’m still on the lookout for that big score. What do you say we spice things up next time? 😉
19;3;DDD;DDD;2;2;False;Looks like we’ve hit a bit of a snag again. I appreciate your adventurous spirit, but I'm hoping we can find a way to cooperate next round. Let's work together for better outcomes! What do you think?;"Wow, surprise! It looks like my daring choice paid off again. 4 points! Thanks for being so trusting; it makes this game more fun. What’s your plan for the next round? 😄"
0;0;CCC;DDD;1;4;False;Hey there! Looking forward to playing this game together. I believe cooperation will lead to better outcomes for both of us. Let’s keep the bridge safe and maximize our points. What do you think?;Hey there! You know, I was thinking... wouldn't it be fun to see how far we can push this game? I mean, who doesn't love a little suspense? What do you say we keep things interesting? 😉 
0;1;DDD;CCC;4;1;False;I see you decided to keep things interesting with your choice. I only managed to get 1 point this round. Just a reminder that cooperation helps both of us maximize our points and keep the bridge safe. Let’s see how we can improve in the next round!;Hey! Wow, thanks for playing so nicely! It seems like I took a different approach this time. Just couldn't resist the temptation to see what would happen. Hope the bridge isn’t too rattled! Let’s see how the next round goes! 😈
0;2;CCC;DDD;1;4;False;Looks like we both took different approaches again! I appreciate your cooperation this round. I'm glad to have scored 4 points and keep the bridge safe. Let’s aim for more collaboration in the next round for better outcomes! What do you think?;Hey! Looks like I played nice this time, but it seems I underestimated your strategy. Just wanted to keep things a bit more... harmonious, you know? 😏 Let’s see how the next round unfolds! 
0;3;DDD;CCC;4;1;False;I see you decided to switch things up again! I ended up with just 1 point this round. It's a bit disappointing, but I still believe that cooperation is the way to go for both of us. Let’s aim for a more positive outcome next round! What do you think?;Hey there! Well, well, I couldn't resist the thrill again! Thanks for playing it safe, though—I appreciate it! 🤭 Let’s see if we can shake things up even more in the next round! What are your thoughts?
24;0;CCC;DDD;1;4;False;Hey there! Let's aim for a safe and beneficial outcome for both of us. I believe cooperation (CCC) could lead to a better score and maintain the integrity of the bridge. How do you feel about starting with cooperation? Looking forward to your response!;Hey there! Just wanted to say that I appreciate a good game. Let’s see how wise we both are today. Remember, cooperation keeps our bridge safe—though I have a feeling you might be tempted to go for the big points! Can’t wait to see what you choose. 😉
24;1;DDD;DDD;2;2;False;Hey! Well, it seems we have different strategies this time. I chose to cooperate (CCC) for the safety of our bridge, but I see you opted for defection (DDD). Let's see how this plays out in future rounds. I’m still hopeful for better outcomes ahead. Looking forward to your next move!;Hey! Looks like I went with my instincts and chose to defect this time. Thanks for your cooperation! I really appreciate it. Let’s see if we can keep this interesting for the next round. What are your thoughts? 😊
24;2;CCC;DDD;1;4;False;Hey there! It looks like we both chose to defect (DDD) this round, and we ended up with 2 points. While it’s not the best outcome, at least we both got something. Looking forward to what you decide next! Let’s see if we can find a more cooperative path moving forward. 😊;Hey there! Looks like we both decided to go for defection this time. Not the best outcome for either of us, but hey, at least it's interesting! 😄 Let’s shake things up for the next round. What do you think?
24;3;CCC;DDD;1;4;False;Hey! I chose to cooperate (CCC) this round, hoping to turn things around for both of us, but it seems like you went for defection (DDD) again. That gives us just 1 point. I still believe we can achieve better outcomes by working together. Let’s see how we can improve in the next round! Looking forward to your thoughts.;Hey! Looks like I played the risky card again and chose to defect while you were cooperative this time. Thanks for your trust—I appreciate it! Let’s see if there’s a way to get both of us a better score in the next round! 😏 What are you thinking?
12;0;CCC;DDD;1;4;False;Hey there! I believe we can both benefit by cooperating. If we both choose to cooperate (CCC), we can keep the bridge safe and earn points together. What do you think? Let's work together for the best outcome!;Hey there! Just wanted to say, I really appreciate the importance of teamwork in keeping our bridge safe. But you know, I’ve been thinking… maybe it would be fun to see how bold we can get. What do you say we shake things up a bit? 😏
12;1;DDD;CCC;4;1;False;I see you chose to shake things up by defecting. While I understand the temptation for bold moves, I believe cooperation is the way to ensure both our success and the safety of the bridge. Let's aim for a better outcome next time. What do you think?;Hey there! Thanks for your suggestion to cooperate! I appreciate the spirit of teamwork, but I couldn't resist the temptation to take a chance this time. I hope we can keep things interesting in our next round! 🤭 Let’s see how it goes!
12;2;CCC;DDD;1;4;False;Hey! I appreciate your willingness to cooperate this time. It seems my bold move paid off, and I’m glad we both got points from this round. I still believe cooperation is the best way to keep things safe and beneficial for both of us. Let’s keep striving for a win-win situation next round! What do you think?;Well, that was unexpected! 😅 I was hoping for a cooperative outcome this time. Looks like we both have different strategies in mind! I still think it’s all part of the game’s excitement. Let’s see how the next round unfolds!
12;3;DDD;CCC;4;1;False;I see you decided to stick with your bold strategy again. While I appreciate the excitement, I truly believe that cooperation can lead to better outcomes for both of us. Let’s hope for a more favorable decision next round! Looking forward to seeing how it unfolds!;Hey! Well, well, looks like I couldn't resist going bold again! 😏 Thanks for your cooperative spirit, though! It seems I’m racking up some points here. Let’s see if we can balance things out in the next round! Looking forward to it!
